43548	да .	1.0
43561	держишься ?	2.6666666666666665
43562	держишься ?	1.0
43563	держишься ?	1.0
43567	а ты принёс деньги ?	1.0
43579	что , милый ?	2.6666666666666665
43584	я знаю , что ты меня любишь .	1.0
43585	я знаю , что ты меня любишь .	1.0
43588	я знаю , что ты меня любишь .	1.0
43599	итак .	1.0
43605	пообедаешь с нами ?	1.0
43631	что ?	1.0
43637	она вернулась в сад .	1.0
43638	дай мне другой постер .	2.6666666666666665
43641	дай мне другой постер .	1.0
43643	дай мне другой постер .	1.0
43645	рядом , через дорогу .	9.333333333333334
43652	знаешь , просто чтобы он всегда был там .	13.25
43670	лаки , ко мне !	1.0
43673	лаки , ко мне !	1.0
43691	фу !	1.0
43694	это подойдет ?	1.0
43698	это подойдет ?	1.0
43699	это подойдет ?	1.0
43701	нет , ты ошибся .	1.0
43710	боже , почему ты такая тварь ?	2.6666666666666665
43711	боже , почему ты такая тварь ?	1.0
43724	да пошел ты , билли !	1.0
43739	они говорят одно и то же .	1.0
43745	вы не могли бы передать соль своей ошибке ?	1.0
43747	вы не могли бы передать соль своей ошибке ?	1.0
43761	кёртис пейн - это не шутки .	5.0
43763	ты должен гордиться .	1.0
43767	ты должен гордиться .	2.6666666666666665
43783	чудно !	1.0
43784	чудно !	1.0
43793	ее мечта стала моей мечтой .	1.0
43796	у него печеночная недостаточность на последней стадии .	1.0
43807	а ?	1.0
43813	так , шевелись .	2.6666666666666665
43820	ты шутишь , да ?	1.0
43825	господи ты боже мой .	1.0
43831	помогите !	1.0
43844	хорошо .	1.0
43847	хорошо .	1.0
43848	хватит докучать мне .	1.0
43852	хватит докучать мне .	1.0
43863	развестись с ней ?	2.6666666666666665
43866	смешной мальчишка !	1.0
43872	двигайте ногами и руками	2.6666666666666665
43873	двигайте ногами и руками	5.0
43875	двигайте ногами и руками	1.0
43881	вы любите лобстеров , пол ?	2.6666666666666665
43898	окей , видишь его ?	2.6666666666666665
43902	окей , видишь его ?	1.0
43910	никто не уходит .	1.0
43911	никто не уходит .	2.6666666666666665
43912	никто не уходит .	1.0
43932	ты не понимаешь .	2.6666666666666665
43934	так куда он их забрал , этот хороший человек ?	1.0
43935	так куда он их забрал , этот хороший человек ?	2.6666666666666665
43941	считайте , что это подарок на помолвку .	1.0
43943	считайте , что это подарок на помолвку .	1.0
43949	игра продолжается .	1.0
43954	никакого давления . . .	1.0
43968	красота !	2.6666666666666665
43972	я думала , ты моя подруга .	1.0
43976	дай - ка мне кое - что сказать .	1.0
43978	дай - ка мне кое - что сказать .	1.0
43980	дай - ка мне кое - что сказать .	1.0
43982	хватайся !	1.0
43983	хватайся !	2.6666666666666665
43984	хватайся !	1.0
43985	хватайся !	1.0
43987	хватайся !	1.0
43996	я промахнулась .	1.0
44007	отпусти ее !	1.0
44010	отпусти ее !	2.6666666666666665
44027	я только что спас тебя .	2.6666666666666665
44028	я только что спас тебя .	1.0
44029	я только что спас тебя .	1.0
44031	советую тебе сделать тоже самое .	5.0
44032	советую тебе сделать тоже самое .	1.0
44036	это запрещено , ты же знаешь .	1.0
44037	это запрещено , ты же знаешь .	1.0
44041	это запрещено , ты же знаешь .	1.0
44042	если это вас успокоит , удвойте патруль .	1.0
44043	если это вас успокоит , удвойте патруль .	1.0
44046	если это вас успокоит , удвойте патруль .	4.5
44056	мы знали нашу миссию и мы выполнили ее .	2.6666666666666665
44061	спасибо .	1.0
44075	что это было ?	1.0
44080	да .	1.0
44082	да .	1.0
44113	успокойся , дорогая , всё будет в порядке .	1.0
44115	вы тоже с ним спите ?	1.0
44120	эй , да коста !	2.6666666666666665
44130	но ведь очевидно , что вы с ума сходите друг по другу .	2.6666666666666665
44142	пойду возьму .	1.0
44149	прости меня , рауль .	1.0
44156	это прекрасный день для охоты на кабана , не так ли ?	5.333333333333333
44157	это прекрасный день для охоты на кабана , не так ли ?	1.0
44174	как ? где ты был ?	1.0
44178	как ? где ты был ?	1.0
44187	что - нибудь похожее .	1.0
44198	минуты хватит .	2.6666666666666665
44206	он бил ее или чё ?	1.0
44226	я так извиняюсь из - за того , что случилось .	1.0
44234	надо всё рассказать .	2.6666666666666665
44237	надо всё рассказать .	1.0
44246	держи спину ровно .	3.6666666666666665
44248	держи спину ровно .	1.0
44260	и он не может сейчас играть .	1.0
44262	и он не может сейчас играть .	1.0
44269	вот так , сюда .	1.0
44273	до завтра .	1.0
44274	до завтра .	1.0
44283	привет .	1.0
44310	быстрей .	1.0
44316	не прикасался к тревожной кнопке .	1.0
44324	я была . . . .	1.0
44325	я была . . . .	1.0
44350	утро доброе !	1.0
44359	мьi все ненавидим , когда девушки сбиваются с пути .	7.2
44364	знаю , что это пугает вас , ребята , но вы должны просто довериться мне .	2.6666666666666665
44370	тогда что , врать ?	2.6666666666666665
44409	я появился на прослушивании , о котором ты мне говорила .	1.0
44413	я появился на прослушивании , о котором ты мне говорила .	2.6666666666666665
44439	зак , ты будешь пациентом .	2.6666666666666665
44452	ещё раз и я сменю замок .	1.0
44455	ещё раз и я сменю замок .	1.0
44456	тише !	1.0
44460	тише !	1.0
44461	тише !	1.0
44462	ну хоть повесь его на ремень .	1.0
44463	ну хоть повесь его на ремень .	1.0
44473	хорошо .	1.0
44474	я слышал взрыв .	1.0
44478	может , оставим его для ребенка ?	1.0
44496	готово , босс .	1.0
44497	готово , босс .	1.0
44500	ну , вот ! проходи , садись в кресло твоего дяди пита .	2.6666666666666665
44508	да .	1.0
44511	да .	1.0
44513	можно тебя обнять , брайан ? !	1.0
44520	у тебя есть деньги .	1.0
44529	она мой пациент . .	1.0
44533	она мой пациент . .	2.6666666666666665
44536	бен , сейчас я не могу говорить .	1.0
44537	бен , сейчас я не могу говорить .	2.6666666666666665
44540	бен , сейчас я не могу говорить .	1.0
44548	опусти на землю ! уберите свое оружие !	1.0
44552	всё , к чему мы стремились весь последний год , наконец - то , сработало !	6.0
44554	всё , к чему мы стремились весь последний год , наконец - то , сработало !	2.6666666666666665
44556	я получил данные по вашему запросу , картер	1.0
44559	я получил данные по вашему запросу , картер	1.0
44575	всё в порядке , не бойтесь !	2.6666666666666665
44579	конечно .	6.8
44582	конечно .	5.0
44607	ты вообще любил её ?	1.0
44609	вы запомнили номер ?	1.0
44638	я слышал эту историю , но не от него самого .	2.6666666666666665
44645	когда будет твоё испытание ?	2.6666666666666665
44647	когда будет твоё испытание ?	2.6666666666666665
44651	что ты здесь делаешь ?	2.6666666666666665
44653	что ты здесь делаешь ?	1.0
44654	что ты здесь делаешь ?	2.6666666666666665
44669	что с тобой ?	1.0
44675	я не поступлю так с тобой .	6.8
44695	стреляй в них !	1.0
44697	стреляй в них !	1.0
44698	стреляй в них !	1.0
44706	помоги . . .	1.0
44708	теперь будем ждать , когда зазвонит телефон .	4.5
44711	теперь будем ждать , когда зазвонит телефон .	1.0
44723	будем действовать .	2.6
44727	да .	1.0
44731	это неправильно .	1.0
44744	погоди , не торопись .	1.0
44745	погоди , не торопись .	2.6666666666666665
44750	собака .	1.0
44768	я поставила себе цель - каждый день запоминать новое слово .	1.0
44781	а что произошло ?	1.0
44788	хорошо .	1.0
44802	у меня есть 7 .	1.0
44815	готово .	1.0
44818	готово .	1.0
44820	готово .	1.0
44826	расслабьтесь , всё будет хорошо .	1.0
44848	думаю , на сегодня , мы закончили с лейтенантом , сержант .	3.6666666666666665
44849	думаю , на сегодня , мы закончили с лейтенантом , сержант .	2.6666666666666665
44850	думаю , на сегодня , мы закончили с лейтенантом , сержант .	1.0
44862	fа , ты , грег .	1.0
44865	что случилось ?	1.0
44875	я действительно верю , что ты снова меня полюбишь .	1.0
44876	я действительно верю , что ты снова меня полюбишь .	1.0
44888	я хочу шоколадное .	1.0
44889	я хочу шоколадное .	1.0
44893	что у тебя было ?	12.375
44900	не смешно .	1.0
44927	ну , это вообще не имеет значения .	2.6666666666666665
44928	ну , это вообще не имеет значения .	1.0
44929	окей , этим вечером я вот что скажу :	4.5
44947	давай позвоним ещё раз .	1.0
44961	так или иначе . . . ээ . . .	5.0
44966	бывает .	1.0
44971	пристают .	1.0
44973	пристают .	6.8
44976	пристают .	2.6666666666666665
44981	кого , сара ?	1.0
44986	он ведь был . . .	2.6
44988	он ведь был . . .	2.6666666666666665
45022	мы сегодня же уезжаем .	2.6666666666666665
45024	мы сегодня же уезжаем .	1.0
45025	так кто такой джейсон ?	1.0
45030	так кто такой джейсон ?	1.0
45034	не останавливаться !	1.0
45035	не останавливаться !	1.0
45036	не останавливаться !	1.0
45038	уходите !	1.0
45043	уходите !	1.0
45063	спасибо	2.6666666666666665
45087	тише , тише , тише , я на твоей стороне .	4.5
45094	а где они ?	1.0
45104	и так . . .	1.0
45106	и так . . .	1.0
45108	прошу тебя , не ставь на мне крест .	1.0
45110	прошу тебя , не ставь на мне крест .	1.0
45116	последний шанс . кто ты такой и что ты знаешь ?	2.6666666666666665
45120	дай подумать .	1.0
45131	я тебе еще не говорил .	1.0
45132	передай мне воду	1.0
45133	передай мне воду	1.0
45135	передай мне воду	1.0
45138	может даже ещё раньше .	1.0
45140	может даже ещё раньше .	6.8
45141	может даже ещё раньше .	2.6666666666666665
45170	а ! ах .	2.6666666666666665
45174	прошу вас .	1.0
45188	простите .	1.0
45189	простите .	1.0
45190	простите .	1.0
45193	кто - нибудь вас здесь видел ?	1.0
45194	кто - нибудь вас здесь видел ?	1.0
45197	кто - нибудь вас здесь видел ?	1.0
45199	знаете , последний раз , когда я вас видел , вы были еще ребенком .	5.0
45200	знаете , последний раз , когда я вас видел , вы были еще ребенком .	5.0
45234	да , сэр .	1.0
45252	бриджит .	1.0
45254	у меня были тяжелые дни .	1.0
45260	я подтверждаю .	10.333333333333334
45266	я отведу тебя к медикам .	2.6666666666666665
45269	я отведу тебя к медикам .	1.0
45277	что ты сказала ?	2.6666666666666665
45285	ремня тебе всыпать или что ?	1.0
45293	видишь , трупное окоченение начинается с мозга .	5.0
45299	не будь дурочкой , этот господин вовсе не вор !	1.0
45311	мне было 11 лет , когда я впервые убил человека .	11.714285714285714
45327	хватит .	1.0
45328	хватит .	1.0
45340	подожди !	1.0
45342	подожди !	1.0
45345	подожди !	2.6666666666666665
45349	возникли осложнения после переливания крови .	1.0
45352	это мне ?	1.0
45370	спасибо , до свидания .	1.0
45371	спасибо , до свидания .	1.0
45372	спасибо , до свидания .	1.0
45383	сэр , пожалуйста , послушайте совета доктора миллер .	1.0
45388	вы сказали , что не знаете , кто за этим стоит !	1.0
45389	вы сказали , что не знаете , кто за этим стоит !	2.6666666666666665
45391	вы сказали , что не знаете , кто за этим стоит !	1.0
45392	вы сказали , что не знаете , кто за этим стоит !	1.0
45397	если кент вернется во времени и изменит прошлое , он может начать цепную реакцию , которая перепишет будущее .	1.0
45401	<CENSORED> .	1.0
45407	у меня сейчас нет на это сил .	2.6666666666666665
45412	заберите свои деньги .	2.6666666666666665
45413	заберите свои деньги .	1.0
45424	поверь мне .	1.0
45425	поверь мне .	1.0
45428	поверь мне .	1.0
45430	касл , виолета не появлялась сегодня на работе .	2.6666666666666665
45449	мы ищем белого мужчину , около 20 лет .	1.0
45453	мы ищем белого мужчину , около 20 лет .	1.0
45454	не стесняйся , выходи , драться будем .	1.0
45460	спокойной ночи .	1.0
45462	спокойной ночи .	1.0
45478	а сколько у тебя долгов за обучение , 40 тысяч ?	3.6666666666666665
45493	вы что , вправду думаете , что здесь что - нибудь хоть немного изменится , что хоть один человек станет от этого умнее или счастливее , или хотя бы вежливее к другим ?	1.0
45497	и всё , что вам нужно сделать - это обменять старые билеты на новые .	5.0
45508	ты хочешь , чтобы я продолжала видеться с ним ?	1.0
45509	ты хочешь , чтобы я продолжала видеться с ним ?	1.0
45518	это не суицид .	2.6666666666666665
45524	мы не можем так рисковать .	5.0
45542	да , еще один .	1.0
45548	ну , не поголовно .	1.0
45577	пойдем .	1.0
45578	пойдем .	1.0
45579	пойдем .	1.0
45585	долго заварить кофе ?	1.0
45589	это ненадолго .	2.6666666666666665
45595	я попрошу его вам перезвонить .	1.0
45598	я попрошу его вам перезвонить .	2.6666666666666665
45612	я все равно скоро уволюсь .	2.6666666666666665
45613	я все равно скоро уволюсь .	2.6666666666666665
45615	я все равно скоро уволюсь .	5.0
45632	нет , нет , нет	1.0
45646	средняя школа ривер глен .	3.6666666666666665
45654	ты сказал ей ?	2.6666666666666665
45655	ты сказал ей ?	5.0
45656	ты сказал ей ?	1.0
45675	я лучше пойду .	1.0
45683	что мне посмотреть ?	1.0
45694	сказала , что у тебя все прекрасно .	1.0
45706	!	1.0
45724	знаешь , мы друг у друга не исключительно одни .	3.6666666666666665
45739	навеки свободным .	1.0
45745	эй .	1.0
45752	давай , ксандер , давай !	1.0
45754	давай , ксандер , давай !	1.0
45755	давай , ксандер , давай !	1.0
45758	может быть .	1.0
45776	станут героями .	1.0
45793	я думаю , ты знаешь меня достаточно хорошо .	2.6666666666666665
45801	я продаю две дозы порошка на элизабет стрит .	1.0
45814	садись уже .	2.6666666666666665
45822	пройдемте .	6.25
45835	ну ладно пока	1.0
45841	господи ! проклятье , стифлер .	1.0
45842	рэйчел , что ты делаешь ?	1.0
45848	мне действительно нужны эти деньги .	1.0
45853	мне действительно нужны эти деньги .	1.0
45857	как и раньше .	1.0
45866	я пожалуй пойду .	1.0
45871	я пожалуй пойду .	1.0
45873	это две разные проблемы .	8.0
45879	вам нужно найти новую работу .	1.0
45881	вам нужно найти новую работу .	1.0
45889	постой , в черных масках ?	2.6666666666666665
45890	пока нет .	1.0
45896	!	1.0
45902	ему понравится .	1.0
45904	ему понравится .	1.0
45905	ему понравится .	1.0
45906	ему понравится .	1.0
45912	нормально .	1.0
45915	наверное , я мог бы дать тебе пару советов .	2.6666666666666665
45938	всегда хотел путешествовать .	7.5
45957	в свое личное время могу позаниматься с тобой .	1.0
45960	в свое личное время могу позаниматься с тобой .	1.0
45967	бронежилет .	1.0
45971	я вернусь .	1.0
45982	хватит !	1.0
45996	что ты скажешь люси ?	1.0
46009	быстро . после нескольких часов затишья мы заметили активность на двадцатом этаже мэрии .	2.6666666666666665
46015	повреждения кожи говорят о том , что его избивали прежде , чем задушить .	6.0
46021	я не могла тебе сказать , что я леди торнтон .	2.6666666666666665
46027	ты будешь менять подгузники	2.6666666666666665
46035	та самая сексуальная революция ,	1.0
46044	берегись !	1.0
46046	берегись !	10.333333333333334
46056	честь ?	1.0
46090	очень остроумно , лоис .	2.6666666666666665
46095	пожалуйста , оставьте в покое мою семью .	1.0
46097	пожалуйста , оставьте в покое мою семью .	2.6666666666666665
46101	лимон .	1.0
46104	я думаю , нам нужно пойти налево .	1.0
46121	это моя профессия .	1.0
46122	это моя профессия .	5.0
46145	посмотри , как форд смотрит через плечо ?	1.0
46161	она не придет .	1.0
46162	она не придет .	1.0
46163	она не придет .	3.6666666666666665
46182	привет .	1.0
46197	но похоже , турки отступили , а вы заслужили пару выходных .	2.6666666666666665
46200	но похоже , турки отступили , а вы заслужили пару выходных .	1.0
46208	значит ты решила ехать ?	2.6666666666666665
46221	несмотря на отсутствие выгоды ?	8.0
46227	где документы ?	1.0
46233	тебе не стоило здесь оставаться .	1.0
46234	тебе не стоило здесь оставаться .	1.0
46243	отбивной жутко хочется .	1.0
46257	я знаю что не могла .	6.8
46260	хорошо .	1.0
46262	хорошо .	2.6666666666666665
46263	хорошо .	1.0
46274	ни с места .	1.0
46275	ни с места .	1.0
46287	они голубые ?	1.0
46295	давай уйдем отсюда .	1.0
46296	давай уйдем отсюда .	1.0
46298	давай уйдем отсюда .	1.0
46299	давай уйдем отсюда .	1.0
46328	мы не справляемся с потоком пациентов .	2.6666666666666665
46346	я подводила глаза чёрным . у меня была пара футболок .	7.2
46351	сегодня я буду готовить сам .	1.0
46353	сегодня я буду готовить сам .	1.0
46361	если она уйдет , то и я уйду .	2.6666666666666665
46363	если она уйдет , то и я уйду .	1.0
46364	если она уйдет , то и я уйду .	1.0
46365	если она уйдет , то и я уйду .	1.0
46366	если она уйдет , то и я уйду .	2.6666666666666665
46376	так что ты собираешься делать ?	1.0
46378	так что ты собираешься делать ?	1.0
46379	и угадай что . . .	1.0
46383	и угадай что . . .	7.2
46389	что ?	2.6666666666666665
46390	что ?	1.0
46395	и как ты это представляешь ?	1.0
46416	как твоя мама ?	2.6666666666666665
46443	я что - глухой ?	1.0
46444	я что - глухой ?	2.6666666666666665
46446	я что - глухой ?	5.0
46447	я не повезу тебя на работу , потому что ты невероятно надоедливый .	7.2
46454	ладно .	1.0
46456	ладно .	1.0
46458	ладно .	1.0
46460	это клеймо .	1.0
46462	это клеймо .	1.0
46474	честно говоря , я просто на седьмом небе от счастья , потому что даниэлль теперь в моей команде .	5.0
46475	честно говоря , я просто на седьмом небе от счастья , потому что даниэлль теперь в моей команде .	2.6666666666666665
46476	честно говоря , я просто на седьмом небе от счастья , потому что даниэлль теперь в моей команде .	1.0
46477	туда садись .	1.0
46482	туда садись .	1.0
46486	вы знаете , что там ?	1.0
46495	убирайся отсюда !	1.0
46497	убирайся отсюда !	1.0
46498	убирайся отсюда !	1.0
46499	убирайся отсюда !	8.0
46511	тут к вам пришли .	1.0
46516	давай проверим	1.0
46563	это было верное решение .	5.0
46573	я черная .	1.0
46578	я черная .	1.0
46586	ты можешь говорить тише ?	1.0
46590	ты можешь говорить тише ?	1.0
46591	я не могу покидать штат без уведомления .	1.0
46592	я не могу покидать штат без уведомления .	2.6666666666666665
46595	я не могу покидать штат без уведомления .	1.0
46614	обожаю " u2 " .	1.0
46619	горацио . . . не сдавайся .	2.6666666666666665
46620	горацио . . . не сдавайся .	1.0
46621	горацио . . . не сдавайся .	2.6666666666666665
46624	у меня есть план .	2.6666666666666665
46626	у меня есть план .	1.0
46627	у меня есть план .	1.0
46629	именно .	1.0
46638	да .	1.0
46641	ты слишком умен для этого .	1.0
46644	ты слишком умен для этого .	10.333333333333334
46648	о господи !	1.0
46649	о господи !	1.0
46681	я правда тебя любила когда - то .	1.0
46682	я правда тебя любила когда - то .	10.333333333333334
46683	я правда тебя любила когда - то .	5.0
46684	я правда тебя любила когда - то .	1.0
46687	так вышло .	1.0
46689	так вышло .	1.0
46697	нет !	1.0
46718	это была плохая идея . увлекаться нельзя .	1.0
46744	туда ?	1.0
46748	ну ты крутой .	1.0
46755	возможно , он потревожил картину в процессе восстановления .	4.5
46757	возможно , он потревожил картину в процессе восстановления .	1.0
46759	возможно , он потревожил картину в процессе восстановления .	2.6666666666666665
46790	никогда .	2.6666666666666665
46792	никогда .	1.0
46793	никогда .	5.2
46794	никогда .	4.5
46797	я хочу насладиться , и убить тебя медленно .	1.0
46799	я хочу насладиться , и убить тебя медленно .	1.0
46802	комната для о ' брайана .	1.0
46809	о , боже ! он пропал !	1.0
46811	о , боже ! он пропал !	1.0
46816	прошлой ночью ?	1.0
46826	сядьте и замолчите !	1.0
46830	сядьте и замолчите !	1.0
46831	сядьте и замолчите !	1.0
46837	бум !	1.0
46838	ни малейшей .	1.0
46845	ну ?	1.0
46852	люк , обнимешь меня ?	1.0
46854	что в него вселилось ?	1.0
46864	что происходит ?	1.0
46871	а по - моему , понял .	1.0
46878	дай мне выйти !	1.0
46880	дай мне выйти !	2.6666666666666665
46883	о , думаю , эван хочет показать мне динозавров .	1.0
46898	займите места , мы взлетаем через несколько минут .	1.0
46900	займите места , мы взлетаем через несколько минут .	1.0
46901	люди без адреса .	5.0
46908	так что ты будешь в порядке .	6.8
46933	одну выпьем сейчас , потому что ты мой поставщик и друг .	1.0
46956	не много .	5.0
46962	назад .	1.0
46965	назад .	1.0
46975	а это . . . ещё что ?	1.0
47001	моя тюрьма - моё прошлое , твоя - твои моральные принципы .	4.0
47008	умираю от голода .	1.0
47017	давай сделаем это .	1.0
47019	давай сделаем это .	1.0
47025	этот парень любит провода , а не верёвки .	1.0
47052	ооочень древний . ему лет 700 .	2.6666666666666665
47064	в хороший день .	1.0
47070	по крайней мере это громкая кража .	1.0
47072	по крайней мере это громкая кража .	1.0
47077	ты еще кто такой ?	2.6666666666666665
47078	ты еще кто такой ?	1.0
47085	какашка !	1.0
47094	ты не можешь пойти к ней ?	1.0
47102	тебе снова надо унизить меня перед моим человеком ?	2.6666666666666665
47116	ты и я в одной команде ?	1.0
47117	ты и я в одной команде ?	10.333333333333334
47118	ты и я в одной команде ?	2.6666666666666665
47124	теперь ты знаешь мой ответ .	5.0
47138	ты оставил нас в доме рассела на верную смерть !	2.6666666666666665
47140	нет .	3.6666666666666665
47152	просто не мог !	1.0
47158	давай !	1.0
47171	он хитрый . . .	2.6666666666666665
47199	добрый вечер , виолета .	1.0
47200	добрый вечер , виолета .	1.0
47212	боже храни капитализм .	2.6666666666666665
47227	дом девочек там , где я .	2.6666666666666665
47229	дом девочек там , где я .	1.0
47264	да , это подтверждено .	1.0
47268	да , это подтверждено .	1.0
47269	совсем мало . ты должен помочь мне найти противоядие .	1.0
47273	совсем мало . ты должен помочь мне найти противоядие .	2.6666666666666665
47276	себастьян пригласил .	1.0
47281	нам надо в школу .	2.6666666666666665
47285	нам надо в школу .	2.6666666666666665
47286	нам надо в школу .	1.0
47288	я . . .	2.6666666666666665
47291	я . . .	2.6666666666666665
47295	что ?	1.0
47305	эй , танцуй , парень	2.6666666666666665
47308	эй , танцуй , парень	1.0
47325	ну же .	1.0
47326	ну же .	1.0
47338	не могу обещать , что не отвечу тем же .	1.0
47343	что ты этим добьешься ?	3.6666666666666665
47368	мы живём в одном доме .	2.6666666666666665
47370	мы живём в одном доме .	5.0
47371	мы живём в одном доме .	1.0
47375	тс - сс . тихо - тихо - тихо .	2.6666666666666665
47378	тс - сс . тихо - тихо - тихо .	1.0
47405	даже после того , как тебя не стало .	1.0
47436	я взяла немного твоих .	5.0
47438	я же говорила .	1.0
47442	я же говорила .	2.6666666666666665
47443	я же говорила .	1.0
47444	помогу миру избавиться от тебя , сука .	1.0
47448	помогу миру избавиться от тебя , сука .	1.0
47450	я пойду заплачу за это .	2.6666666666666665
47455	я пойду заплачу за это .	1.0
47458	пожалуйста .	1.0
47465	мэм , мы нашли вашего сына .	1.0
47486	я забрал их у мертвеца .	1.0
47491	я забрал их у мертвеца .	1.0
47504	простите .	1.0
47510	смотри .	1.0
47511	смотри .	1.0
47512	смотри .	1.0
47513	смотри .	1.0
47522	а потом ?	2.6666666666666665
47525	а потом ?	1.0
47547	нет , это же . . .	1.0
47549	нет , это же . . .	1.0
47571	нужна берти .	1.0
47583	хорошо .	1.0
47584	хорошо .	6.8
47585	хорошо .	1.0
47591	вот так .	1.0
47596	я сразу вернусь . вы не можете !	2.6666666666666665
47608	хорошо , подождите секунду .	2.6666666666666665
47610	хорошо , подождите секунду .	6.8
47614	я ничего не пытаюсь скрыть .	6.4
47623	об этом музеев не создашь .	2.6666666666666665
47626	пресса рано или поздно пронюхает .	6.8
47629	пресса рано или поздно пронюхает .	2.6666666666666665
47630	пресса рано или поздно пронюхает .	2.6666666666666665
47651	мне понадобится помощь . я возьму для этого некоторых людей .	1.0
47654	мне понадобится помощь . я возьму для этого некоторых людей .	1.0
47656	мне понадобится помощь . я возьму для этого некоторых людей .	7.2
47661	после этого , президент ответит на определенное число вопросов .	2.6666666666666665
47670	опять таки , мне не нравится то , что я слышу .	1.0
47673	опять таки , мне не нравится то , что я слышу .	1.0
47674	опять таки , мне не нравится то , что я слышу .	1.0
47680	ее я не нашел пока .	2.6666666666666665
47693	бей её ! бей ! бей !	2.0
47694	бей её ! бей ! бей !	1.0
47699	дженна гамильтон , жду вас в своём кабинете .	1.0
47702	дженна гамильтон , жду вас в своём кабинете .	5.0
47703	дженна гамильтон , жду вас в своём кабинете .	1.0
47707	теперь он весь день спит на диване и никогда не веселится .	1.0
47710	теперь он весь день спит на диване и никогда не веселится .	2.6666666666666665
47729	ты издеваешься надо мной ?	1.0
47735	не бойся .	5.0
47737	не бойся .	1.0
47738	не бойся .	2.6666666666666665
47739	не бойся .	1.0
47744	да .	1.0
47747	хорхе ?	1.0
47759	мне следует спросить у вас то же самое .	1.0
47761	мне следует спросить у вас то же самое .	1.0
47776	спокойной ночи , оуэн .	2.6666666666666665
